assembly_index,component_index,method,pre_quality,post_quality,z_adj_mm,theta_adj_deg,locator_offset_mm,applied_delta_z_mm,applied_delta_theta_deg,applied_delta_locator_mm,utilization,reference_success,reference_evaluations
1,3,LSQ,0.6131693828333085,0.5411982935627693,-0.21695569140837886,-0.0024339903575188995,0.24948069400080775,0.0,0.0,0.0,0.24948069400080775,,0
1,3,LSQ_PLUS_ML_THETA,0.5002572597084661,0.46275673751291946,-0.21696540189769203,0.002613246322548739,0.24938634920921526,0.0,-0.01275709900588322,0.0,0.24938634920921526,,0
1,3,LSQ_PLUS_ML_Z_THETA,0.5118317205191975,0.45980451691817037,-0.20302903162501085,0.0020385704856372474,0.24958149895884935,0.03596807288564233,-0.01282707574635982,0.0,0.24958149895884935,,0
1,3,LSQ_PLUS_ML_ALL,0.5082215621664005,0.4563373259828294,-0.1984727269090034,0.0022990951833230886,0.16795412804105186,0.03351935459344785,-0.012737724521812535,-0.07779509089875805,0.16795412804105186,,0
1,3,DIRECT_NONLINEAR_REFERENCE,0.46821397563287875,0.38789027118646346,-0.22174432401429794,3.258703628740949e-05,0.34432092705224415,0.009989285621466726,-0.027715067217919845,0.04466865987763047,0.34432092705224415,False,671
1,4,ZERO,0.9956947388470383,0.9956947388470383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
1,4,LSQ,1.136812046053389,0.5446622063704653,0.3587837231381032,-0.05595648997416316,0.2578104036058747,0.0,0.0,0.0,0.2578104036058747,,0
1,4,LSQ_PLUS_ML_THETA,1.0464521739689754,0.4881910517470182,0.35785745863427787,-0.05325986924289058,0.25888535619146175,0.0,-0.009583131031167744,0.0,0.25888535619146175,,0
1,4,LSQ_PLUS_ML_Z_THETA,1.026150073479481,0.47849883125058873,0.2961880276137346,-0.053124568635801464,0.25852654103690303,-0.024680499456163685,-0.009568108490515904,0.0,0.25852654103690303,,0
1,4,LSQ_PLUS_ML_ALL,1.0370360685558748,0.4780486742023073,0.30322714477854623,-0.05319598657914454,0.28414255126986043,-0.019578428287715943,-0.009526616793788127,-0.05996147398537799,0.28414255126986043,,0
1,4,DIRECT_NONLINEAR_REFERENCE,0.9266622492626433,0.4127142551462747,0.3122619674979469,-0.05028244024869868,0.17790809674593483,-0.037106913589008195,-0.021802256524613057,-0.02582772680098175,0.17790809674593483,False,911
1,5,ZERO,1.2083377112193265,1.2083377112193265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
1,5,LSQ,0.9079672089778676,0.5075991717844013,-0.13907452439936563,-0.04299665140322416,-0.35000504788061004,0.0,0.0,0.0,0.35000504788061004,,0
1,5,LSQ_PLUS_ML_THETA,0.8424172718051407,0.4416176519809501,-0.13827519519907427,-0.044439873479565344,-0.34963622234385155,0.0,-0.010597383564744836,0.0,0.34963622234385155,,0
1,5,LSQ_PLUS_ML_Z_THETA,0.829520307804405,0.44732346306151766,-0.10095768028217664,-0.04413123219005477,-0.34926283092417415,0.0049749960013989875,-0.010180196569041358,0.0,0.34926283092417415,,0
1,5,LSQ_PLUS_ML_ALL,0.826888929034797,0.4473707136498825,-0.10197291321067349,-0.04460815754863905,-0.25854367510265774,0.009981061285821324,-0.01064211673228694,0.033840836990390255,0.25854367510265774,,0
1,5,DIRECT_NONLINEAR_REFERENCE,0.7401690149448125,0.39096931790266565,-0.06754023425543358,-0.04295034942581267,-0.3617062171437666,0.027326832729296105,-0.02081814132842544,-0.04798289960189267,0.3617062171437666,False,951
1,6,ZERO,0.7091699372492439,0.7091699372492439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
1,6,LSQ,0.784065734648152,0.49404544172952464,-0.5146470862399243,0.04987441877427451,-0.07507871240606771,0.0,0.0,0.0,0.2058588344959697,,0
1,6,LSQ_PLUS_ML_THETA,0.8717993308394424,0.38966401970752707,-0.5149722560820476,0.044674260822276775,-0.07572091900111719,0.0,-0.01587776746690936,0.0,0.20598890243281903,,0
1,6,LSQ_PLUS_ML_Z_THETA,0.8729521315378739,0.38505067585864894,-0.470005557227804,0.04404424438805571,-0.07624827279183913,0.05408364803318866,-0.0160007702109444,0.0,0.18800222289112162,,0
1,6,LSQ_PLUS_ML_ALL,0.8843644627136437,0.38191337490144756,-0.4730856024170794,0.04381848002481027,-0.09027110638276499,0.05590407287537047,-0.01673785165308559,0.029422763821120648,0.18923424096683178,,0
1,6,DIRECT_NONLINEAR_REFERENCE,0.9693818809291824,0.35634650301896353,-0.4376876377209582,0.0416384128545654,-0.0014067721992436777,0.11249177413394185,-0.02879552836641528,0.02662394766429097,0.17507505508838328,False,1843
1,7,ZERO,1.4121148153814258,1.4121148153814258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
1,7,LSQ,1.1033439390574602,0.4424701083681023,-0.45812991410049103,-0.05773593792081718,-0.0568383790192355,0.0,0.0,0.0,0.1832519656401964,,0
1,7,LSQ_PLUS_ML_THETA,0.9853447159039043,0.402117896523829,-0.4566149597567923,-0.05020684247496928,-0.056548402516719276,0.0,-0.008800895198914013,0.0,0.1826459839027169,,0
1,7,LSQ_PLUS_ML_Z_THETA,1.019021724116034,0.40857996439945843,-0.4709254202265169,-0.04961608598912175,-0.0564727395545421,0.04489804638368805,-0.008391211896268305,0.0,0.18837016809060675,,0
1,7,LSQ_PLUS_ML_ALL,1.018665752078848,0.4060888116156216,-0.47348072819040016,-0.04931690565425937,-0.06907004537104834,0.04366053201035697,-0.00884199879696685,0.015169064589392128,0.18939229127616006,,0
